"hc_x","hc_y","next_event_type","event_and_next_event_type","event_description","batter_name","pitcher_name","outs","balls","strikes","hit_trajectory","fld_score","bat_score","post_fld_score","post_bat_score","is_hit_into_play","is_hit_into_play_basehit","bat_side","pitch_hand","sport_id","game_pk","at_bat_number","event_inning","top_inning_sw","game_date"
"162.66","149.57","single","single","Jeren Kendall singles on a soft line drive to right fielder Tirso Ornelas.  ","Jeren Kendall","Osvaldo Hernandez",1,1,0,"line_drive",0,0,0,0,1,1,"L","L",13,"576751.00",5,1,"N","2019-08-28"
"39.53","117.00","double","double","Devin Mann doubles (19) on a sharp line drive to left fielder Allen Cordoba.  ","Devin Mann","Angel Acevedo",2,0,2,"line_drive",2,4,2,4,1,1,"R","R",13,"576751.00",43,5,"N","2019-08-28"
,,,"strikeout","Tre Todd called out on strikes.  ","Tre Todd","Osvaldo Hernandez",1,3,2,,0,0,0,0,0,0,"L","L",13,"576751.00",16,2,"N","2019-08-28"
"154.71","168.63","field_out","field_out","Tre Todd grounds out to first baseman Olivier Basabe.  ","Tre Todd","Angel Acevedo",1,0,0,"ground_ball",2,4,2,4,1,0,"L","R",13,"576751.00",36,4,"N","2019-08-28"
"40.32","66.16","home_run","home_run","Devin Mann homers (19) on a fly ball to left field.   Miguel Vargas scores.  ","Devin Mann","Angel Acevedo",1,0,1,"fly_ball",2,5,2,7,1,1,"R","R",13,"576751.00",60,7,"N","2019-08-28"
"137.24","97.93","field_out","field_out","Jacob Amaya flies out to center fielder Jeisson Rosario.  ","Jacob Amaya","Osvaldo Hernandez",1,3,2,"fly_ball",2,4,2,4,1,0,"R","L",13,"576751.00",27,3,"N","2019-08-28"
"120.55","114.62","single","single","Jacob Amaya singles on a sharp ground ball to center fielder Jeisson Rosario.  ","Jacob Amaya","Osvaldo Hernandez",0,0,0,"ground_ball",0,0,0,0,1,1,"R","L",13,"576751.00",12,2,"N","2019-08-28"
"146.77","159.10","field_out","field_out","Deacon Liput grounds out sharply, second baseman Xavier Edwards to first baseman Lee Solomon.  ","Deacon Liput","Angel Acevedo",2,1,0,"ground_ball",2,7,2,7,1,0,"L","R",13,"576751.00",63,7,"N","2019-08-28"
"149.15","156.72","field_out","field_out","Deacon Liput grounds out, second baseman Xavier Edwards to first baseman Olivier Basabe.  ","Deacon Liput","Angel Acevedo",2,0,1,"ground_ball",2,4,2,4,1,0,"L","R",13,"576751.00",29,3,"N","2019-08-28"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Angel Acevedo",1,1,2,,2,4,2,4,0,0,"R","R",13,"576751.00",42,5,"N","2019-08-28"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Osvaldo Hernandez",1,3,1,,0,0,0,0,0,0,"R","L",13,"576751.00",15,2,"N","2019-08-28"
"68.13","135.27","double","double","Miguel Vargas doubles (18) on a ground ball to left fielder Olivier Basabe.   Jeren Kendall scores.  ","Miguel Vargas","Angel Acevedo",1,2,0,"ground_ball",2,4,2,5,1,1,"R","R",13,"576751.00",59,7,"N","2019-08-28"
"157.09","93.17","field_out","field_out","Miguel Vargas lines out to center fielder Jeisson Rosario.  ","Miguel Vargas","Osvaldo Hernandez",1,1,0,"line_drive",0,0,0,0,1,0,"R","L",13,"576751.00",6,1,"N","2019-08-28"
"118.97","218.68","field_out","field_out","Miguel Vargas pops out to catcher Jalen Washington in foul territory.  ","Miguel Vargas","Osvaldo Hernandez",2,1,2,"popup",0,4,0,4,1,0,"R","L",13,"576751.00",19,2,"N","2019-08-28"
"142.00","212.32","field_out","field_out","Devin Mann pops out to catcher Jalen Washington in foul territory.  ","Devin Mann","Osvaldo Hernandez",0,1,1,"popup",2,4,2,4,1,0,"R","L",13,"576751.00",26,3,"N","2019-08-28"
"107.05","170.22","field_out","field_out","Starling Heredia grounds out sharply, third baseman Eguy Rosario to first baseman Olivier Basabe.  ","Starling Heredia","Angel Acevedo",0,0,1,"ground_ball",2,4,2,4,1,0,"R","R",13,"576751.00",35,4,"N","2019-08-28"
"115.79","165.46","force_out","force_out","Starling Heredia grounds into a force out, shortstop Gabriel Arias to second baseman Xavier Edwards.   Deacon Liput out at 2nd.    Starling Heredia to 1st.  ","Starling Heredia","Angel Acevedo",1,0,2,"ground_ball",2,4,2,4,1,0,"R","R",13,"576751.00",52,6,"N","2019-08-28"
"145.97","155.13","field_out","field_out","Brayan Morales grounds out, second baseman Xavier Edwards to first baseman Lee Solomon.  ","Brayan Morales","Angel Acevedo",0,1,2,"ground_ball",2,4,2,4,1,0,"R","R",13,"576751.00",57,7,"N","2019-08-28"
"145.18","152.75","field_out","field_out","Brayan Morales lines out sharply to second baseman Xavier Edwards.  ","Brayan Morales","Angel Acevedo",2,2,0,"line_drive",2,4,2,4,1,0,"R","R",13,"576751.00",37,4,"N","2019-08-28"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Osvaldo Hernandez",0,0,2,,0,0,0,0,0,0,"L","L",13,"576751.00",14,2,"N","2019-08-28"
"86.40","99.52","field_out","field_out","Brayan Morales flies out to left fielder Allen Cordoba.  ","Brayan Morales","Osvaldo Hernandez",0,1,1,"fly_ball",0,0,0,0,1,0,"R","L",13,"576751.00",4,1,"N","2019-08-28"
,,,"hit_by_pitch","Brayan Morales hit by pitch.    Jacob Amaya scores.    Dillon Paulson to 3rd.    Starling Heredia to 2nd.  ","Brayan Morales","Osvaldo Hernandez",2,0,1,,0,0,0,1,0,0,"R","L",13,"576751.00",17,2,"N","2019-08-28"
"155.51","90.79","field_out","field_out","Brayan Morales flies out to center fielder Jeisson Rosario.  ","Brayan Morales","Deivy Mendez",2,3,2,"fly_ball",2,7,2,7,1,0,"R","R",13,"576751.00",69,8,"N","2019-08-28"
,,,"strikeout","Starling Heredia strikes out on a foul tip.  ","Starling Heredia","Deivy Mendez",0,2,2,,2,7,2,7,0,0,"R","R",13,"576751.00",67,8,"N","2019-08-28"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Angel Acevedo",0,3,0,,2,4,2,4,0,0,"L","R",13,"576751.00",50,6,"N","2019-08-28"
"85.60","131.30","field_out","field_out","Dillon Paulson flies out to left fielder Olivier Basabe.  ","Dillon Paulson","Angel Acevedo",1,2,1,"fly_ball",2,7,2,7,1,0,"L","R",13,"576751.00",62,7,"N","2019-08-28"
"188.07","113.82","field_out","field_out","Devin Mann flies out to right fielder Tirso Ornelas.  ","Devin Mann","Osvaldo Hernandez",2,1,1,"fly_ball",0,0,0,0,1,0,"R","L",13,"576751.00",7,1,"N","2019-08-28"
"150.74","159.10","field_out","field_out","Tre Todd pops out to second baseman Xavier Edwards.  ","Tre Todd","Deivy Mendez",1,0,2,"popup",2,7,2,7,1,0,"L","R",13,"576751.00",68,8,"N","2019-08-28"
"166.63","144.01","single","single","Dillon Paulson singles on a ground ball to right fielder Tirso Ornelas.   Jacob Amaya to 3rd.  ","Dillon Paulson","Osvaldo Hernandez",0,0,1,"ground_ball",0,0,0,0,1,1,"L","L",13,"576751.00",13,2,"N","2019-08-28"
"189.66","70.13","double","double","Dillon Paulson doubles (10) on a line drive to right fielder Tirso Ornelas.  ","Dillon Paulson","Osvaldo Hernandez",2,1,0,"line_drive",2,4,2,4,1,1,"L","L",13,"576751.00",28,3,"N","2019-08-28"
"84.01","136.06","single","single","Jacob Amaya singles on a sharp line drive to left fielder Olivier Basabe, deflected by shortstop Gabriel Arias.  ","Jacob Amaya","Angel Acevedo",1,1,0,"line_drive",2,7,2,7,1,1,"R","R",13,"576751.00",61,7,"N","2019-08-28"
"95.93","171.81","field_out","field_out","Jacob Amaya grounds out, third baseman Eguy Rosario to first baseman Olivier Basabe.  ","Jacob Amaya","Angel Acevedo",2,2,1,"ground_ball",2,4,2,4,1,0,"R","R",13,"576751.00",44,5,"N","2019-08-28"
"158.68","88.40","double","double","Jeren Kendall doubles (10) on a fly ball to center fielder Jeisson Rosario.   Jacob Amaya scores.  ","Jeren Kendall","Cody Tyler",2,2,2,"fly_ball",1,2,1,3,1,1,"L","L",13,"576750.00",42,5,"N","2019-08-27"
"127.70","86.81","single","single","Marcus Chiu singles on a line drive to center fielder Jeisson Rosario.  ","Marcus Chiu","Jordan Guerrero",0,1,1,"line_drive",1,4,1,4,1,1,"R","R",13,"576750.00",63,8,"N","2019-08-27"
"91.16","77.28","double","double","Dillon Paulson doubles (9) on a line drive to left fielder Allen Cordoba.  ","Dillon Paulson","Cody Tyler",0,2,0,"line_drive",1,3,1,3,1,1,"L","L",13,"576750.00",47,6,"N","2019-08-27"
,,,"strikeout","Brayan Morales strikes out on a foul tip.  ","Brayan Morales","Felix Minjarez",0,0,2,,0,0,0,0,0,0,"R","R",13,"576750.00",5,1,"N","2019-08-27"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Felix Minjarez",2,3,2,,1,1,1,1,0,0,"L","R",13,"576750.00",34,4,"N","2019-08-27"
"58.59","118.59","single","single","Brayan Morales singles on a sharp line drive to left fielder Allen Cordoba.  Brayan Morales out at 2nd on the throw, left fielder Allen Cordoba to second baseman Xavier Edwards.  ","Brayan Morales","Felix Minjarez",2,0,0,"line_drive",0,0,0,0,1,1,"R","R",13,"576750.00",21,3,"N","2019-08-27"
,,,"walk","Marcus Chiu walks.  ","Marcus Chiu","Felix Minjarez",2,3,1,,1,1,1,1,0,0,"R","R",13,"576750.00",33,4,"N","2019-08-27"
"111.02","178.17","field_error","field_error","Jacob Amaya reaches on a throwing error by third baseman Eguy Rosario.  ","Jacob Amaya","Cody Tyler",1,1,1,"ground_ball",1,3,1,3,1,0,"R","L",13,"576750.00",56,7,"N","2019-08-27"
"196.02","102.70","field_out","field_out","Deacon Liput flies out to right fielder Jack Suwinski.  ","Deacon Liput","Jordan Guerrero",0,2,2,"fly_ball",1,4,1,4,1,0,"L","R",13,"576750.00",64,8,"N","2019-08-27"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","Felix Minjarez",1,2,2,,0,0,0,0,0,0,"L","R",13,"576750.00",13,2,"N","2019-08-27"
,,,"strikeout","Deacon Liput called out on strikes.  ","Deacon Liput","Cody Tyler",0,3,2,,1,3,1,3,0,0,"L","L",13,"576750.00",49,6,"N","2019-08-27"
"77.66","57.42","double","double","Dillon Paulson doubles (8) on a fly ball to left fielder Allen Cordoba.  ","Dillon Paulson","Felix Minjarez",2,1,0,"fly_ball",1,1,1,1,1,1,"L","R",13,"576750.00",32,4,"N","2019-08-27"
"44.29","105.08","field_out","field_out","Devin Mann flies out to left fielder Allen Cordoba.  ","Devin Mann","Felix Minjarez",1,1,1,"fly_ball",1,1,1,1,1,0,"R","R",13,"576750.00",31,4,"N","2019-08-27"
,,,"walk","Marcus Chiu walks.  ","Marcus Chiu","Felix Minjarez",2,3,2,,0,0,0,0,0,0,"R","R",13,"576750.00",14,2,"N","2019-08-27"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Jordan Guerrero",2,1,2,,1,3,1,3,0,0,"R","R",13,"576750.00",58,7,"N","2019-08-27"
,,,"strikeout","Garrett Hope strikes out swinging.  ","Garrett Hope","Cody Tyler",1,1,2,,1,3,1,3,0,0,"R","L",13,"576750.00",50,6,"N","2019-08-27"
"112.61","173.40","field_out","field_out","Devin Mann grounds out sharply, third baseman Eguy Rosario to first baseman Lee Solomon.  ","Devin Mann","Felix Minjarez",0,3,2,"ground_ball",0,0,0,0,1,0,"R","R",13,"576750.00",12,2,"N","2019-08-27"
"144.38","117.79","single","single","Jacob Amaya singles on a soft fly ball to center fielder Jeisson Rosario.   Brayan Morales scores.  ","Jacob Amaya","Cody Tyler",2,0,2,"fly_ball",1,1,1,2,1,1,"R","L",13,"576750.00",41,5,"N","2019-08-27"
,,,"strikeout","Garrett Hope called out on strikes.  ","Garrett Hope","Cody Tyler",0,1,2,,1,1,1,1,0,0,"R","L",13,"576750.00",38,5,"N","2019-08-27"
"194.43","107.47","field_out","field_out","Brandon Montgomery flies out to right fielder Jack Suwinski.  ","Brandon Montgomery","Felix Minjarez",1,0,2,"fly_ball",0,0,0,0,1,0,"R","R",13,"576750.00",20,3,"N","2019-08-27"
"175.36","71.72","double","double","Brayan Morales doubles (8) on a line drive to center fielder Jeisson Rosario.   Brayan Morales to 3rd.  Brayan Morales advances to 3rd, on a fielding error by center fielder Jeisson Rosario.  ","Brayan Morales","Cody Tyler",2,2,0,"line_drive",1,1,1,1,1,1,"R","L",13,"576750.00",40,5,"N","2019-08-27"
"126.11","81.25","field_out","field_out","Jacob Amaya flies out to center fielder Jeisson Rosario.  ","Jacob Amaya","Felix Minjarez",0,1,2,"fly_ball",1,0,1,0,1,0,"R","R",13,"576750.00",29,4,"N","2019-08-27"
"37.94","74.10","home_run","home_run","Dillon Paulson homers (3) on a fly ball to left field.  ","Dillon Paulson","Jordan Guerrero",0,3,2,"fly_ball",1,3,1,4,1,1,"L","R",13,"576750.00",62,8,"N","2019-08-27"
,,,"strikeout","Garrett Hope called out on strikes.  ","Garrett Hope","Felix Minjarez",0,0,2,,0,0,0,0,0,0,"R","R",13,"576750.00",19,3,"N","2019-08-27"
"117.38","154.33","field_error","field_error","Marcus Chiu reaches on a fielding error by shortstop Gabriel Arias.   Dillon Paulson to 3rd.    Marcus Chiu to 2nd.  ","Marcus Chiu","Cody Tyler",0,1,2,"ground_ball",1,3,1,3,1,0,"R","L",13,"576750.00",48,6,"N","2019-08-27"
"142.00","78.08","field_out","field_out","Brandon Montgomery lines out sharply to center fielder Jeisson Rosario.  ","Brandon Montgomery","Cody Tyler",2,0,0,"line_drive",1,3,1,3,1,0,"R","L",13,"576750.00",51,6,"N","2019-08-27"
,,,"strikeout","Brayan Morales strikes out swinging.  ","Brayan Morales","Cody Tyler",0,2,2,,1,3,1,3,0,0,"R","L",13,"576750.00",55,7,"N","2019-08-27"
"213.49","73.31","home_run","home_run","Jeren Kendall homers (19) on a fly ball to right field.  ","Jeren Kendall","Felix Minjarez",1,1,2,"fly_ball",1,0,1,1,1,1,"L","R",13,"576750.00",30,4,"N","2019-08-27"
"208.73","136.86","field_out","field_out","Jacob Amaya flies out to right fielder Jack Suwinski in foul territory.  ","Jacob Amaya","Felix Minjarez",1,1,0,"fly_ball",0,0,0,0,1,0,"R","R",13,"576750.00",6,1,"N","2019-08-27"
"145.97","155.92","field_out","field_out","Jeren Kendall lines out to second baseman Xavier Edwards.  ","Jeren Kendall","Felix Minjarez",2,2,1,"line_drive",0,0,0,0,1,0,"L","R",13,"576750.00",7,1,"N","2019-08-27"
"149.95","176.58","field_out","field_out","Deacon Liput grounds out to first baseman Lee Solomon.  ","Deacon Liput","Felix Minjarez",2,2,0,"ground_ball",0,0,0,0,1,0,"L","R",13,"576750.00",15,2,"N","2019-08-27"
,,,"strikeout","Brandon Montgomery called out on strikes.  ","Brandon Montgomery","Cody Tyler",1,0,2,,1,1,1,1,0,0,"R","L",13,"576750.00",39,5,"N","2019-08-27"
"184.10","123.35","single","single","Jeren Kendall singles on a ground ball to right fielder Jack Suwinski.  Jeren Kendall out at 2nd on the throw, right fielder Jack Suwinski to shortstop Gabriel Arias to first baseman Lee Solomon.   Jacob Amaya to 3rd.  ","Jeren Kendall","Cody Tyler",1,2,1,"ground_ball",1,3,1,3,1,1,"L","L",13,"576750.00",57,7,"N","2019-08-27"
"116.58","155.13","grounded_into_double_play","grounded_into_double_play","Garrett Hope grounds into a double play, shortstop Gabriel Arias to second baseman Xavier Edwards to first baseman Lee Solomon.   Marcus Chiu out at 2nd.    Garrett Hope out at 1st.  ","Garrett Hope","Jordan Guerrero",1,1,2,"ground_ball",1,4,1,4,1,0,"R","R",13,"576750.00",65,8,"N","2019-08-27"
"81.63","104.29","single","single","Devin Mann singles on a ground ball to left fielder Allen Cordoba.  Jeren Kendall out at home on the throw, left fielder Allen Cordoba to catcher Jalen Washington.  ","Devin Mann","Cody Tyler",2,2,2,"ground_ball",1,3,1,3,1,1,"R","L",13,"576750.00",43,5,"N","2019-08-27"
"141.11","60.39","field_out","field_out","Miguel Vargas flies out to center fielder Jordyn Adams.   Jacob Amaya to 2nd.  ","Miguel Vargas","Travis Herrin",1,0,0,"fly_ball",4,2,4,2,1,0,"R","R",13,"576476.00",43,5,"Y","2019-08-26"
,,,"strikeout","Garrett Hope strikes out swinging.  ","Garrett Hope","Travis Herrin",1,3,2,,5,2,5,2,0,0,"R","R",13,"576476.00",54,6,"Y","2019-08-26"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Connor Higgins",2,1,2,,5,2,2,5,0,0,"R","L",13,"576476.00",77,9,"Y","2019-08-26"
"159.88","159.11","field_out","field_out","Deacon Liput grounds out to first baseman Devin Davis.  ","Deacon Liput","Travis Herrin",1,0,0,"ground_ball",4,1,4,1,1,0,"L","R",13,"576476.00",33,4,"Y","2019-08-26"
,,,"hit_by_pitch","Miguel Vargas hit by pitch.  ","Miguel Vargas","Nathan Bates",2,0,0,,0,0,0,0,0,0,"R","R",13,"576476.00",3,1,"Y","2019-08-26"
,,,"walk","Deacon Liput walks.  ","Deacon Liput","Nathan Bates",1,3,2,,3,0,3,0,0,0,"L","R",13,"576476.00",14,2,"Y","2019-08-26"
,,,"strikeout","Devin Mann called out on strikes.  ","Devin Mann","Nathan Bates",2,3,2,,0,0,0,0,0,0,"R","R",13,"576476.00",4,1,"Y","2019-08-26"
"61.77","119.74","double","double","Starling Heredia doubles (14) on a line drive to left fielder Torii Hunter.  ","Starling Heredia","Travis Herrin",1,1,2,"line_drive",5,2,5,2,1,1,"R","R",13,"576476.00",53,6,"Y","2019-08-26"
"195.62","83.40","field_out","field_out","Miguel Vargas flies out to right fielder Spencer Griffin.  ","Miguel Vargas","Travis Herrin",0,0,0,"fly_ball",5,2,5,2,1,0,"R","R",13,"576476.00",61,7,"Y","2019-08-26"
"90.84","77.34","field_out","field_out","Marcus Chiu flies out to left fielder Torii Hunter.  ","Marcus Chiu","Travis Herrin",0,1,1,"fly_ball",4,1,4,1,1,0,"R","R",13,"576476.00",32,4,"Y","2019-08-26"
"178.66","105.21","field_out","field_out","Devin Mann flies out to right fielder Spencer Griffin.  ","Devin Mann","Travis Herrin",1,0,0,"fly_ball",5,2,5,2,1,0,"R","R",13,"576476.00",62,7,"Y","2019-08-26"
"113.25","177.28","field_out","field_out","Jacob Amaya grounds out, third baseman Zane Gurwitz to first baseman Devin Davis.  ","Jacob Amaya","Nathan Bates",0,0,0,"ground_ball",0,0,0,0,1,0,"R","R",13,"576476.00",1,1,"Y","2019-08-26"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Travis Herrin",2,2,2,,4,2,4,2,0,0,"R","R",13,"576476.00",45,5,"Y","2019-08-26"
,,,"walk","Tre Todd walks.  ","Tre Todd","Travis Herrin",2,3,2,,5,2,5,2,0,0,"L","R",13,"576476.00",55,6,"Y","2019-08-26"
"112.04","153.66","force_out","force_out","Jacob Amaya grounds into a force out, shortstop Leonardo Rivas to second baseman Michael Stefanic.   Tre Todd out at 2nd.  ","Jacob Amaya","Travis Herrin",2,2,1,"ground_ball",5,2,5,2,1,0,"R","R",13,"576476.00",56,6,"Y","2019-08-26"
"116.88","84.01","field_out","field_out","Garrett Hope flies out to center fielder Jordyn Adams.  ","Garrett Hope","Travis Herrin",1,2,1,"fly_ball",5,2,5,2,1,0,"R","R",13,"576476.00",70,8,"Y","2019-08-26"
,,,"strikeout","Tre Todd strikes out swinging.  ","Tre Todd","Travis Herrin",2,2,2,,5,2,5,2,0,0,"L","R",13,"576476.00",71,8,"Y","2019-08-26"
"112.64","160.93","force_out","force_out","Starling Heredia grounds into a force out, shortstop Leonardo Rivas to second baseman Michael Stefanic.   Deacon Liput out at 2nd.    Starling Heredia to 1st.  ","Starling Heredia","Nathan Bates",1,1,1,"ground_ball",3,0,3,0,1,0,"R","R",13,"576476.00",15,2,"Y","2019-08-26"
"105.37","147.00","field_out","field_out","Marcus Chiu grounds out, shortstop Leonardo Rivas to first baseman Devin Davis.  ","Marcus Chiu","Travis Herrin",2,2,1,"ground_ball",5,2,5,2,1,0,"R","R",13,"576476.00",63,7,"Y","2019-08-26"
"58.74","35.55","home_run","home_run","Devin Mann homers (18) on a fly ball to left center field.  ","Devin Mann","Travis Herrin",0,0,0,"fly_ball",4,0,4,1,1,1,"R","R",13,"576476.00",31,4,"Y","2019-08-26"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Travis Herrin",0,0,2,,5,2,5,2,0,0,"L","R",13,"576476.00",52,6,"Y","2019-08-26"
,,,"walk","Devin Mann walks.  ","Devin Mann","Travis Herrin",2,3,1,,4,2,4,2,0,0,"R","R",13,"576476.00",44,5,"Y","2019-08-26"
"110.22","151.24","force_out","force_out","Garrett Hope grounds into a force out, shortstop Leonardo Rivas to second baseman Michael Stefanic.   Starling Heredia out at 2nd.  ","Garrett Hope","Travis Herrin",2,0,0,"ground_ball",4,1,4,1,1,0,"R","R",13,"576476.00",35,4,"Y","2019-08-26"
,,,"strikeout","Tre Todd called out on strikes.  ","Tre Todd","Nathan Bates",2,1,2,,3,0,3,0,0,0,"L","R",13,"576476.00",17,2,"Y","2019-08-26"
"107.80","152.45","single","single","Jacob Amaya singles on a ground ball to shortstop Leonardo Rivas.   Tre Todd scores.  ","Jacob Amaya","Travis Herrin",0,0,0,"ground_ball",4,1,4,2,1,1,"R","R",13,"576476.00",41,5,"Y","2019-08-26"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Connor Higgins",1,0,2,,5,2,5,2,0,0,"L","L",13,"576476.00",76,9,"Y","2019-08-26"
"183.51","67.65","field_out","field_out","Jeren Kendall flies out to right fielder Spencer Griffin.  ","Jeren Kendall","Travis Herrin",0,0,0,"fly_ball",4,2,4,2,1,0,"L","R",13,"576476.00",42,5,"Y","2019-08-26"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Nathan Bates",0,2,2,,3,0,3,0,0,0,"R","R",13,"576476.00",13,2,"Y","2019-08-26"
,,,"walk","Jeren Kendall walks.  ","Jeren Kendall","Travis Herrin",0,3,1,,5,2,5,2,0,0,"L","R",13,"576476.00",60,7,"Y","2019-08-26"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Nathan Bates",1,0,2,,0,0,0,0,0,0,"L","R",13,"576476.00",2,1,"Y","2019-08-26"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Connor Higgins",0,0,2,,5,2,5,2,0,0,"R","L",13,"576476.00",75,9,"Y","2019-08-26"
"151.41","122.16","single","single","Starling Heredia singles on a fly ball to center fielder Jordyn Adams.  ","Starling Heredia","Travis Herrin",1,2,1,"fly_ball",5,2,5,2,1,1,"R","R",13,"576476.00",69,8,"Y","2019-08-26"
"170.79","57.96","triple","triple","Tre Todd triples (1) on a fly ball to center fielder Jordyn Adams.  ","Tre Todd","Travis Herrin",0,2,1,"fly_ball",4,1,4,1,1,1,"L","R",13,"576476.00",40,5,"Y","2019-08-26"
"169.58","134.28","single","single","Garrett Hope singles on a ground ball to right fielder Spencer Griffin.   Starling Heredia to 2nd.  ","Garrett Hope","Nathan Bates",2,0,0,"ground_ball",3,0,3,0,1,1,"R","R",13,"576476.00",16,2,"Y","2019-08-26"
"187.14","108.23","field_out","field_out","Deacon Liput lines out to right fielder Spencer Griffin.  ","Deacon Liput","Travis Herrin",0,1,0,"line_drive",5,2,5,2,1,0,"L","R",13,"576476.00",68,8,"Y","2019-08-26"
"113.85","150.03","field_out","field_out","Jacob Amaya grounds out, shortstop Leonardo Rivas to first baseman Devin Davis.  ","Jacob Amaya","Travis Herrin",0,3,2,"ground_ball",4,0,4,0,1,0,"R","R",13,"576476.00",24,3,"Y","2019-08-26"
"168.36","117.32","field_out","field_out","Jeren Kendall flies out to right fielder Spencer Griffin.  ","Jeren Kendall","Travis Herrin",1,3,2,"fly_ball",4,0,4,0,1,0,"L","R",13,"576476.00",25,3,"Y","2019-08-26"
